2026-05-12 22:05:23.720534,Code.exe,10.01
2026-05-12 22:05:26.012524,Code.exe,10.01
2026-05-12 22:05:27.160695,ShellExperienceHost.exe
2026-05-12 22:05:32.163502,Code.exe
2026-05-12 22:05:33.727804,chrome.exe,10.01
2026-05-12 22:05:36.023493,chrome.exe,10.01
2026-05-12 22:05:37.168272,explorer.exe
2026-05-12 22:05:38.735658,Code.exe,5.01
2026-05-12 22:05:41.038185,Code.exe,5.01
2026-05-12 22:05:42.174092,msedge.exe
2026-05-12 22:05:48.747364,msedge.exe,10.01
2026-05-12 22:05:51.053278,msedge.exe,10.01
2026-05-12 22:05:52.179955,Code.exe
2026-05-12 22:05:53.751491,Code.exe,5.0
2026-05-12 22:05:56.058180,Code.exe,5.0
2026-05-12 22:05:57.184214,msedge.exe
2026-05-12 22:05:58.756479,msedge.exe,5.0
2026-05-12 22:06:01.065298,msedge.exe,5.01
2026-05-12 22:06:02.189095,chrome.exe
2026-05-12 22:06:03.760825,explorer.exe,5.0
2026-05-12 22:06:13.777693,chrome.exe,10.02
2026-05-12 22:06:16.078299,chrome.exe,15.01
2026-05-12 22:06:17.201712,Code.exe
2026-05-12 22:06:18.783577,explorer.exe,5.0
2026-05-12 22:06:22.204378,explorer.exe
2026-05-12 22:06:23.788331,Code.exe,5.0
2026-05-12 22:06:26.085565,Code.exe,10.01
2026-05-12 22:06:27.214608,chrome.exe
2026-05-12 22:06:28.795736,chrome.exe,5.01
2026-05-12 22:06:31.090204,chrome.exe,5.0
2026-05-12 22:06:32.223212,Code.exe
2026-05-12 22:06:33.799384,explorer.exe,5.0
2026-05-12 22:06:37.228382,explorer.exe
2026-05-12 22:06:38.803484,Code.exe,5.0
2026-05-12 22:06:41.099662,Code.exe,10.01
2026-05-12 22:06:42.239495,chrome.exe
2026-05-12 22:06:51.107836,chrome.exe,10.01
2026-05-12 22:06:52.252816,Code.exe
2026-05-12 22:06:53.819829,chrome.exe,15.02
2026-05-12 22:07:02.261902,msedge.exe
2026-05-12 22:07:03.827712,Code.exe,10.01
2026-05-12 22:07:06.119023,Code.exe,15.01
2026-05-12 22:07:08.831325,msedge.exe,5.0
2026-05-12 22:07:11.122626,msedge.exe,5.0
2026-05-12 22:07:12.272808,chrome.exe
2026-05-12 22:07:13.840778,explorer.exe,5.01
2026-05-12 22:07:23.849170,chrome.exe,10.01
2026-05-12 22:07:26.130189,chrome.exe,15.01
2026-05-12 22:07:27.280004,Code.exe
2026-05-12 22:07:36.140343,Code.exe,10.01
2026-05-12 22:07:37.293648,chrome.exe
2026-05-12 22:07:38.865136,Code.exe,15.01
2026-05-12 22:07:53.875461,chrome.exe,15.01
2026-05-12 22:08:01.158983,chrome.exe,25.02
2026-05-12 22:08:02.309255,Code.exe
2026-05-12 22:08:03.889695,Code.exe,10.01
2026-05-12 22:08:06.163770,Code.exe,5.0
2026-05-12 22:08:07.316334,msedge.exe
2026-05-12 22:08:08.906108,explorer.exe,5.01
2026-05-12 22:39:45.403746,Code.exe,10.01
2026-05-12 22:39:50.412771,chrome.exe,5.01
2026-05-12 22:39:55.420564,Code.exe,5.01
2026-05-12 22:40:00.426343,msedge.exe,5.0
2026-05-12 22:40:05.429775,explorer.exe,5.0
2026-05-12 22:40:15.444804,msedge.exe,10.01
2026-05-12 22:40:25.456512,Code.exe,10.01
2026-05-12 22:40:30.463838,netbeans64.exe,5.01
2026-05-12 22:40:35.476598,explorer.exe,5.01
2026-05-12 22:40:45.491921,Code.exe,10.01
2026-05-12 22:41:00.507493,explorer.exe,15.01
2026-05-12 22:41:05.509851,SearchHost.exe,5.0
2026-05-12 22:41:25.525039,Notepad.exe,20.01
2026-05-12 22:41:30.532045,explorer.exe,5.01
2026-05-12 22:41:40.543238,Code.exe,10.01
2026-05-12 22:41:45.547653,SearchHost.exe,5.0
2026-05-12 22:41:50.558045,ApplicationFrameHost.exe,5.01
2026-05-12 22:42:25.607694,Code.exe,35.05
2026-05-12 22:43:05.645970,msedge.exe,40.04
2026-05-12 22:44:35.736884,chrome.exe,90.09
2026-05-12 22:44:40.744770,explorer.exe,5.01
2026-05-12 22:44:45.751662,Code.exe,5.01
2026-05-12 22:44:55.759633,chrome.exe,10.01
2026-05-12 22:45:05.771866,Code.exe,10.01
2026-05-12 22:45:15.789648,chrome.exe,10.02
2026-05-12 22:45:20.792551,Code.exe,5.0
2026-05-12 22:45:35.810197,msedge.exe,15.02
2026-05-12 22:45:45.826196,chrome.exe,10.01
2026-05-12 22:45:55.839365,Code.exe,10.01
2026-05-12 22:46:00.848316,chrome.exe,5.01
2026-05-12 22:46:15.870597,Code.exe,15.02
2026-05-12 22:47:10.972082,chrome.exe,55.1
2026-05-12 22:47:15.975193,Code.exe,5.0
2026-05-12 22:47:20.983251,chrome.exe,5.01
2026-05-12 22:47:36.006888,Code.exe,15.02
2026-05-12 22:48:06.038921,chrome.exe,30.03
2026-05-12 22:48:11.049613,Code.exe,5.01
2026-05-12 22:48:41.096497,chrome.exe,30.04
2026-05-12 22:48:51.107158,Code.exe,10.01
2026-05-12 22:49:41.153167,msedge.exe,50.04
2026-05-12 22:50:11.189611,chrome.exe,30.03
2026-05-12 22:50:16.203744,Code.exe,5.01
2026-05-12 22:50:26.294651,chrome.exe,10.01
2026-05-12 22:50:31.301179,Code.exe,5.01
2026-05-12 22:50:41.316713,chrome.exe,10.01
2026-05-12 22:50:46.326596,Code.exe,5.01
2026-05-12 22:50:51.330046,chrome.exe,5.0
